;dateConvention_ademe;nomBeneficiaire_ademe;montant_ademe;pourcentageSubvention_ademe;DEPET_ademe;naf1etlib_ademe;naf2etlib_ademe;naf3etlib_ademe;naf4etlib_ademe;naf5etlib_ademe;id_mt;environmentalTopics_mt;fundingTypes_mt;subventionRateUpperBound_mt;subventionRateLowerBound_mt;applicationStartDate_mt;result
201;2021-04-12;DOMAINE DES MAISONNETTES;16500.0;1.0;37;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures permanentes;Culture de la vigne;Culture de la vigne;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;1
202;2021-04-09;CG INVESTISSEMENT;8956.0;1.0;2A;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Conseil de gestion;Conseil pour les affaires et autres conseils de gestion;Conseil pour les affaires et autres conseils de gestion;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;1
203;2021-04-23;ECOFUN;48000.0;1.0;971;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Commerce de véhicules automobiles;Commerce de voitures et de véhicules automobiles légers;Commerce de voitures et de véhicules automobiles légers;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;1
204;2021-04-07;DISTRIWIT;7300.0;1.0;68;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail en magasin non spécialisé;Commerce de détail en magasin non spécialisé à prédominance alimentaire;Supermarchés;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;1
205;2021-04-09;VELOWOMON;7647.0;1.0;59;Autres activités de services;Activités des organisations associatives;Activités des autres organisations associatives;Activités des organisations associatives n.c.a.;Autres organisations fonctionnant par adhésion volontaire;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;1
206;2021-02-25;UMAMY SERVICES;20680.0;1.0;33;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;1
207;2021-03-01;LACHAUX BETON;15560.0;1.0;19;Industrie manufacturière;Fabrication d'autres produits minéraux non métalliques;Fabrication d'ouvrages en béton, en ciment ou en plâtre;Fabrication de béton prêt à l'emploi;Fabrication de béton prêt à l'emploi;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;1
208;2021-03-21;MAS DE LAFON;14182.2;1.0;46;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Production animale;Élevage d'autres bovins et de buffles;Élevage d'autres bovins et de buffles;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;1
209;2021-02-26;MONTPELLIER PROPRETE SERVICES;12232.0;1.0;30;Activités de services administratifs et de soutien;Services relatifs aux bâtiments et aménagement paysager;Activités de nettoyage;Nettoyage courant des bâtiments;Nettoyage courant des bâtiments;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;1
210;2021-04-27;LES GOUTS DU SUD SAS;7280.0;1.0;66;Industrie manufacturière;Industries alimentaires;Transformation et conservation de la viande et préparation de produits à base de viande;Préparation de produits à base de viande;Préparation industrielle de produits à base de viande;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;1
211;2021-04-20;INVITATION A LA FERME;64064.0;1.0;44;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Conseil de gestion;Conseil pour les affaires et autres conseils de gestion;Conseil pour les affaires et autres conseils de gestion;200;"[{'name': 'Démarche écoconception', 'id': 5}, {'name': ""Performance environnementale de l'alimentation"", 'id': 26}]";['Subvention', 'Ingénierie technique'];55.0;35.0;2021-04-08T00:00:00+00:00;1
212;2021-03-26;ODYSSEE ENVIRONNEMENT;3675.0;1.0;72;Industrie manufacturière;Industrie chimique;Fabrication d'autres produits chimiques;Fabrication d'autres produits chimiques n.c.a.;Fabrication d'autres produits chimiques n.c.a.;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;1
213;2021-03-03;COMMUNE DE TRIGNAC;38390.0;1.0;44;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;1
214;2021-04-12;PATRON;5135.0;1.0;44;Industrie manufacturière;Industries alimentaires;Transformation et conservation de la viande et préparation de produits à base de viande;Préparation de produits à base de viande;Charcuterie;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;1
215;2021-04-20;COMMUNE D'ARNAGE;11193.0;1.0;72;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;267;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;1
216;2021-04-12;CLESTYLE;6758.0;1.0;49;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Commerce de détail d'habillement en magasin spécialisé;Commerce de détail d'habillement en magasin spécialisé;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;1
217;2021-04-12;COURCIER;28090.0;1.0;49;Industrie manufacturière;Industries alimentaires;Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires;Fabrication de pain et de pâtisserie fraîche;Boulangerie et boulangerie-pâtisserie;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;1
218;2021-03-25;MERSEN FRANCE LA MURE SAS;40000.0;1.0;38;Industrie manufacturière;Fabrication de machines et équipements n.c.a.;Fabrication d'autres machines d'usage général;Fabrication d'équipements aérauliques et frigorifiques industriels;Fabrication d'équipements aérauliques et frigorifiques industriels;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;1
219;2021-03-25;AXELEO CAPITAL;5000.0;1.0;69;Activités financières et d'assurance;Activités auxiliaires de services financiers et d'assurance;Activités auxiliaires de services financiers, hors assurance et caisses de retraite;Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite;Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;1
220;2021-03-25;RONDOT;11750.0;1.0;01;Industrie manufacturière;Fabrication de produits métalliques, à l'exception des machines et des équipements;"Traitement et revêtement des métaux ; usinage";Usinage;Mécanique industrielle;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;1
