index_ademe,Nom de l attribuant_ademe,idAttribuant_ademe,dateConvention_ademe,referenceDecision_ademe,nomBeneficiaire_ademe,idBeneficiaire_ademe,objet_ademe,montant_ademe,nature_ademe,conditionsVersement_ademe,datesPeriodeVersement_ademe,idRAE_ademe,notificationUE_ademe,pourcentageSubvention_ademe,location.lat_ademe,location.lon_ademe,DEPET_ademe,naf1etlib_ademe,naf2etlib_ademe,naf3etlib_ademe,naf4etlib_ademe,naf5etlib_ademe,id_mt,name_mt,perimeter_mt,goal_mt,beneficiary_mt,aidDetails_mt,eligibility_mt,conditions_mt,fundingSourceUrl_mt,applicationEndDate_mt,applicationUrl_mt,slug_mt,environmentalTopics_mt,fundingTypes_mt,regions_mt,contactGuidelines_mt,subventionRateUpperBound_mt,subventionRateLowerBound_mt,loanAmount_mt,applicationStartDate_mt,projectExamples_mt,directAccess_mt,types_mt,funder.name_mt,funder.id_mt
0,ADEME,38529030900454,2021-04-12,21BFD0081,CLEMENT SAS,72692053100027.0,TREMPLIN pour la transition écologique des PME,6500.0,aide en numéraire,Echelonné,2021-04-19_2022-10-12,,,1.0,46.671862,4.365152,71,Industrie manufacturière,Fabrication de machines et équipements n.c.a.,Fabrication de machines de formage des métaux et de machines-outils,Fabrication de machines de formage des métaux,Fabrication de machines-outils pour le travail des métaux,44,Financer vos projets de transition écologique avec les aides financières du guichet « Tremplin pour la transition écologique des PME »,NATIONAL,,,"<p>
 <em>
  Financer vos projets de transition écologique avec les aides financières du guichet « Tremplin pour la transition écologique des PME ».
 </em>
</p>
<p>
 <strong>
  Prenez le virage de la transition écologique grâce au guichet d'aide de l'ADEME dans le cadre de France Relance
 </strong>
</p>
<p>
 Votre projet concerne l'acquisition de véhicules électriques, d'équipements de réduction et de gestion des déchets, l'accompagnement pour des travaux ambitieux de rénovation des bâtiments, des études sur les émissions de gaz à effet de serre et les stratégies climat des entreprises...
</p>
<p>
 Le guichet « Tremplin pour la transition écologique des PME » permet d'accéder à des aides forfaitaires dans tous les domaines de la transition écologique avec les avantages suivants :
</p>
<ul>
 <li>
  Dossier de demande d'aide simplifié :
 </li>
</ul>
<ol>
 <li>
  un seul dossier à déposer pour plusieurs études et/ou investissements ;
 </li>
 <li>
  données administratives saisies en ligne ;
 </li>
 <li>
  liste des opérations à cocher dans le tableur ci-dessous ;
 </li>
 <li>
  devis demandé pour les plus gros investissements.
 </li>
</ol>
<ul>
 <li>
  Instruction accélérée :
 </li>
</ul>
<ol>
 <li>
  avance de 30% à la signature ;
 </li>
 <li>
  durée 18 mois ferme ;
 </li>
 <li>
  paiement final sur attestation simple certifiée sincère ;
 </li>
 <li>
  possibilité pour l'ADEME de vérifier la réalité des études/investissement.
 </li>
</ol>
Vous devez renseigner le fichier « ADEME Tremplin transition écologique », pour connaître les aides auxquelles vous pourrez prétendre. Le tableur précise les actions éligibles en fonction du code NAF et de la localisation, le tableur calcule l'aide ADEME.
<p>
 Ensuite, c'est à vous de faire votre choix parmi les aides proposées sachant que l'ADEME ne soutiendra pas d'entreprises via ce dispositif, pour lesquelles le montant de  l'aide totale serait inférieur à 5 000 € ou supérieur à 200 000 €.
</p>
<p>
 La transition écologique est au cœur du plan « France Relance » annoncé le 3 septembre 2020 par le gouvernement , sur les 100 milliards d'euros de ce plan, 30 milliards d'euros y sont consacrés afin de réduire nos émissions de carbone de 40 % d'ici 2030 (par rapport à 1990) et de soutenir le développement de technologies vertes.
</p>","<p>
 L'aide est destinée à toutes les TPE et PME, quelle que soit leur forme juridique (SAS, SCOP, association loi 1901...). Cette aide ne concerne pas les auto-entrepreneurs.
</p>",,https://agirpourlatransition.ademe.fr/entreprises/dispositif-aide/tremplin-transition-ecologique-pme,,,financer-vos-projets-de-transition-ecologique-avec-les-aides-financieres-du-guichet-tremplin-pour-la-transition-ecologique-des-pme,"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]",['Autre aide financière'],"[{'name': 'France', 'id': 1}]","<p>
 Pour plus d'informations, cliquer sur le
 <a href=""https://agirpourlatransition.ademe.fr/entreprises/dispositif-aide/tremplin-transition-ecologique-pme"">
  lien vers le descriptif complet
 </a>
 .
</p>",,,,2021-11-09T15:42:49+00:00,,False,"[{'name': 'Aide financière', 'id': 1}, {'name': 'Aide en ingénierie', 'id': 2}]",ADEME,8
1,ADEME,38529030900454,2021-03-25,21BFD0119,INDUSTRIE DOLOISE DE MICRO-MECANIQUE,39506181500027.0,TREMPLIN pour la transition écologique des PME,12150.0,aide en numéraire,Echelonné,2021-04-01_2022-09-25,,,1.0,47.105037,5.504615,39,Industrie manufacturière,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Traitement et revêtement des métaux ; usinage,Usinage,Mécanique industrielle,44,Financer vos projets de transition écologique avec les aides financières du guichet « Tremplin pour la transition écologique des PME »,NATIONAL,,,"<p>
 <em>
  Financer vos projets de transition écologique avec les aides financières du guichet « Tremplin pour la transition écologique des PME ».
 </em>
</p>
<p>
 <strong>
  Prenez le virage de la transition écologique grâce au guichet d'aide de l'ADEME dans le cadre de France Relance
 </strong>
</p>
<p>
 Votre projet concerne l'acquisition de véhicules électriques, d'équipements de réduction et de gestion des déchets, l'accompagnement pour des travaux ambitieux de rénovation des bâtiments, des études sur les émissions de gaz à effet de serre et les stratégies climat des entreprises...
</p>
<p>
 Le guichet « Tremplin pour la transition écologique des PME » permet d'accéder à des aides forfaitaires dans tous les domaines de la transition écologique avec les avantages suivants :
</p>
<ul>
 <li>
  Dossier de demande d'aide simplifié :
 </li>
</ul>
<ol>
 <li>
  un seul dossier à déposer pour plusieurs études et/ou investissements ;
 </li>
 <li>
  données administratives saisies en ligne ;
 </li>
 <li>
  liste des opérations à cocher dans le tableur ci-dessous ;
 </li>
 <li>
  devis demandé pour les plus gros investissements.
 </li>
</ol>
<ul>
 <li>
  Instruction accélérée :
 </li>
</ul>
<ol>
 <li>
  avance de 30% à la signature ;
 </li>
 <li>
  durée 18 mois ferme ;
 </li>
 <li>
  paiement final sur attestation simple certifiée sincère ;
 </li>
 <li>
  possibilité pour l'ADEME de vérifier la réalité des études/investissement.
 </li>
</ol>
Vous devez renseigner le fichier « ADEME Tremplin transition écologique », pour connaître les aides auxquelles vous pourrez prétendre. Le tableur précise les actions éligibles en fonction du code NAF et de la localisation, le tableur calcule l'aide ADEME.
<p>
 Ensuite, c'est à vous de faire votre choix parmi les aides proposées sachant que l'ADEME ne soutiendra pas d'entreprises via ce dispositif, pour lesquelles le montant de  l'aide totale serait inférieur à 5 000 € ou supérieur à 200 000 €.
</p>
<p>
 La transition écologique est au cœur du plan « France Relance » annoncé le 3 septembre 2020 par le gouvernement , sur les 100 milliards d'euros de ce plan, 30 milliards d'euros y sont consacrés afin de réduire nos émissions de carbone de 40 % d'ici 2030 (par rapport à 1990) et de soutenir le développement de technologies vertes.
</p>","<p>
 L'aide est destinée à toutes les TPE et PME, quelle que soit leur forme juridique (SAS, SCOP, association loi 1901...). Cette aide ne concerne pas les auto-entrepreneurs.
</p>",,https://agirpourlatransition.ademe.fr/entreprises/dispositif-aide/tremplin-transition-ecologique-pme,,,financer-vos-projets-de-transition-ecologique-avec-les-aides-financieres-du-guichet-tremplin-pour-la-transition-ecologique-des-pme,"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]",['Autre aide financière'],"[{'name': 'France', 'id': 1}]","<p>
 Pour plus d'informations, cliquer sur le
 <a href=""https://agirpourlatransition.ademe.fr/entreprises/dispositif-aide/tremplin-transition-ecologique-pme"">
  lien vers le descriptif complet
 </a>
 .
</p>",,,,2021-11-09T15:42:49+00:00,,False,"[{'name': 'Aide financière', 'id': 1}, {'name': 'Aide en ingénierie', 'id': 2}]",ADEME,8
2,ADEME,38529030900454,2021-03-23,21BFD0123,TRANSDEV BFC SUD,33913393600031.0,TREMPLIN pour la transition écologique des PME,16000.0,aide en numéraire,Echelonné,2021-03-31_2022-09-24,,,1.0,46.790418,4.833945,71,Transports et entreposage,Transports terrestres et transport par conduites,Autres transports terrestres de voyageurs,Autres transports terrestres de voyageurs n.c.a.,Transports routiers réguliers de voyageurs,44,Financer vos projets de transition écologique avec les aides financières du guichet « Tremplin pour la transition écologique des PME »,NATIONAL,,,"<p>
 <em>
  Financer vos projets de transition écologique avec les aides financières du guichet « Tremplin pour la transition écologique des PME ».
 </em>
</p>
<p>
 <strong>
  Prenez le virage de la transition écologique grâce au guichet d'aide de l'ADEME dans le cadre de France Relance
 </strong>
</p>
<p>
 Votre projet concerne l'acquisition de véhicules électriques, d'équipements de réduction et de gestion des déchets, l'accompagnement pour des travaux ambitieux de rénovation des bâtiments, des études sur les émissions de gaz à effet de serre et les stratégies climat des entreprises...
</p>
<p>
 Le guichet « Tremplin pour la transition écologique des PME » permet d'accéder à des aides forfaitaires dans tous les domaines de la transition écologique avec les avantages suivants :
</p>
<ul>
 <li>
  Dossier de demande d'aide simplifié :
 </li>
</ul>
<ol>
 <li>
  un seul dossier à déposer pour plusieurs études et/ou investissements ;
 </li>
 <li>
  données administratives saisies en ligne ;
 </li>
 <li>
  liste des opérations à cocher dans le tableur ci-dessous ;
 </li>
 <li>
  devis demandé pour les plus gros investissements.
 </li>
</ol>
<ul>
 <li>
  Instruction accélérée :
 </li>
</ul>
<ol>
 <li>
  avance de 30% à la signature ;
 </li>
 <li>
  durée 18 mois ferme ;
 </li>
 <li>
  paiement final sur attestation simple certifiée sincère ;
 </li>
 <li>
  possibilité pour l'ADEME de vérifier la réalité des études/investissement.
 </li>
</ol>
Vous devez renseigner le fichier « ADEME Tremplin transition écologique », pour connaître les aides auxquelles vous pourrez prétendre. Le tableur précise les actions éligibles en fonction du code NAF et de la localisation, le tableur calcule l'aide ADEME.
<p>
 Ensuite, c'est à vous de faire votre choix parmi les aides proposées sachant que l'ADEME ne soutiendra pas d'entreprises via ce dispositif, pour lesquelles le montant de  l'aide totale serait inférieur à 5 000 € ou supérieur à 200 000 €.
</p>
<p>
 La transition écologique est au cœur du plan « France Relance » annoncé le 3 septembre 2020 par le gouvernement , sur les 100 milliards d'euros de ce plan, 30 milliards d'euros y sont consacrés afin de réduire nos émissions de carbone de 40 % d'ici 2030 (par rapport à 1990) et de soutenir le développement de technologies vertes.
</p>","<p>
 L'aide est destinée à toutes les TPE et PME, quelle que soit leur forme juridique (SAS, SCOP, association loi 1901...). Cette aide ne concerne pas les auto-entrepreneurs.
</p>",,https://agirpourlatransition.ademe.fr/entreprises/dispositif-aide/tremplin-transition-ecologique-pme,,,financer-vos-projets-de-transition-ecologique-avec-les-aides-financieres-du-guichet-tremplin-pour-la-transition-ecologique-des-pme,"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]",['Autre aide financière'],"[{'name': 'France', 'id': 1}]","<p>
 Pour plus d'informations, cliquer sur le
 <a href=""https://agirpourlatransition.ademe.fr/entreprises/dispositif-aide/tremplin-transition-ecologique-pme"">
  lien vers le descriptif complet
 </a>
 .
</p>",,,,2021-11-09T15:42:49+00:00,,False,"[{'name': 'Aide financière', 'id': 1}, {'name': 'Aide en ingénierie', 'id': 2}]",ADEME,8
3,ADEME,38529030900454,2021-03-23,21BFD0137,LOCA TRAVAUX EURL,49998356700045.0,TREMPLIN pour la transition écologique des PME,16400.0,aide en numéraire,Echelonné,2021-03-29_2022-09-22,,,1.0,47.623341,6.957088,90,Activités de services administratifs et de soutien,Activités de location et location-bail,"Location et location-bail d'autres machines, équipements et biens",Location et location-bail de machines et équipements pour la construction,Location et location-bail de machines et équipements pour la construction,44,Financer vos projets de transition écologique avec les aides financières du guichet « Tremplin pour la transition écologique des PME »,NATIONAL,,,"<p>
 <em>
  Financer vos projets de transition écologique avec les aides financières du guichet « Tremplin pour la transition écologique des PME ».
 </em>
</p>
<p>
 <strong>
  Prenez le virage de la transition écologique grâce au guichet d'aide de l'ADEME dans le cadre de France Relance
 </strong>
</p>
<p>
 Votre projet concerne l'acquisition de véhicules électriques, d'équipements de réduction et de gestion des déchets, l'accompagnement pour des travaux ambitieux de rénovation des bâtiments, des études sur les émissions de gaz à effet de serre et les stratégies climat des entreprises...
</p>
<p>
 Le guichet « Tremplin pour la transition écologique des PME » permet d'accéder à des aides forfaitaires dans tous les domaines de la transition écologique avec les avantages suivants :
</p>
<ul>
 <li>
  Dossier de demande d'aide simplifié :
 </li>
</ul>
<ol>
 <li>
  un seul dossier à déposer pour plusieurs études et/ou investissements ;
 </li>
 <li>
  données administratives saisies en ligne ;
 </li>
 <li>
  liste des opérations à cocher dans le tableur ci-dessous ;
 </li>
 <li>
  devis demandé pour les plus gros investissements.
 </li>
</ol>
<ul>
 <li>
  Instruction accélérée :
 </li>
</ul>
<ol>
 <li>
  avance de 30% à la signature ;
 </li>
 <li>
  durée 18 mois ferme ;
 </li>
 <li>
  paiement final sur attestation simple certifiée sincère ;
 </li>
 <li>
  possibilité pour l'ADEME de vérifier la réalité des études/investissement.
 </li>
</ol>
Vous devez renseigner le fichier « ADEME Tremplin transition écologique », pour connaître les aides auxquelles vous pourrez prétendre. Le tableur précise les actions éligibles en fonction du code NAF et de la localisation, le tableur calcule l'aide ADEME.
<p>
 Ensuite, c'est à vous de faire votre choix parmi les aides proposées sachant que l'ADEME ne soutiendra pas d'entreprises via ce dispositif, pour lesquelles le montant de  l'aide totale serait inférieur à 5 000 € ou supérieur à 200 000 €.
</p>
<p>
 La transition écologique est au cœur du plan « France Relance » annoncé le 3 septembre 2020 par le gouvernement , sur les 100 milliards d'euros de ce plan, 30 milliards d'euros y sont consacrés afin de réduire nos émissions de carbone de 40 % d'ici 2030 (par rapport à 1990) et de soutenir le développement de technologies vertes.
</p>","<p>
 L'aide est destinée à toutes les TPE et PME, quelle que soit leur forme juridique (SAS, SCOP, association loi 1901...). Cette aide ne concerne pas les auto-entrepreneurs.
</p>",,https://agirpourlatransition.ademe.fr/entreprises/dispositif-aide/tremplin-transition-ecologique-pme,,,financer-vos-projets-de-transition-ecologique-avec-les-aides-financieres-du-guichet-tremplin-pour-la-transition-ecologique-des-pme,"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]",['Autre aide financière'],"[{'name': 'France', 'id': 1}]","<p>
 Pour plus d'informations, cliquer sur le
 <a href=""https://agirpourlatransition.ademe.fr/entreprises/dispositif-aide/tremplin-transition-ecologique-pme"">
  lien vers le descriptif complet
 </a>
 .
</p>",,,,2021-11-09T15:42:49+00:00,,False,"[{'name': 'Aide financière', 'id': 1}, {'name': 'Aide en ingénierie', 'id': 2}]",ADEME,8
4,ADEME,38529030900454,2021-03-26,21BFD0142,RODESCHINI SAS,30084654000023.0,TREMPLIN pour la transition écologique des PME,21500.0,aide en numéraire,Echelonné,2021-04-02_2022-09-26,,,1.0,,,70,Construction,Travaux de construction spécialisés,Autres travaux de construction spécialisés,Autres travaux de construction spécialisés n.c.a.,Travaux de maçonnerie générale et gros œuvre de bâtiment,44,Financer vos projets de transition écologique avec les aides financières du guichet « Tremplin pour la transition écologique des PME »,NATIONAL,,,"<p>
 <em>
  Financer vos projets de transition écologique avec les aides financières du guichet « Tremplin pour la transition écologique des PME ».
 </em>
</p>
<p>
 <strong>
  Prenez le virage de la transition écologique grâce au guichet d'aide de l'ADEME dans le cadre de France Relance
 </strong>
</p>
<p>
 Votre projet concerne l'acquisition de véhicules électriques, d'équipements de réduction et de gestion des déchets, l'accompagnement pour des travaux ambitieux de rénovation des bâtiments, des études sur les émissions de gaz à effet de serre et les stratégies climat des entreprises...
</p>
<p>
 Le guichet « Tremplin pour la transition écologique des PME » permet d'accéder à des aides forfaitaires dans tous les domaines de la transition écologique avec les avantages suivants :
</p>
<ul>
 <li>
  Dossier de demande d'aide simplifié :
 </li>
</ul>
<ol>
 <li>
  un seul dossier à déposer pour plusieurs études et/ou investissements ;
 </li>
 <li>
  données administratives saisies en ligne ;
 </li>
 <li>
  liste des opérations à cocher dans le tableur ci-dessous ;
 </li>
 <li>
  devis demandé pour les plus gros investissements.
 </li>
</ol>
<ul>
 <li>
  Instruction accélérée :
 </li>
</ul>
<ol>
 <li>
  avance de 30% à la signature ;
 </li>
 <li>
  durée 18 mois ferme ;
 </li>
 <li>
  paiement final sur attestation simple certifiée sincère ;
 </li>
 <li>
  possibilité pour l'ADEME de vérifier la réalité des études/investissement.
 </li>
</ol>
Vous devez renseigner le fichier « ADEME Tremplin transition écologique », pour connaître les aides auxquelles vous pourrez prétendre. Le tableur précise les actions éligibles en fonction du code NAF et de la localisation, le tableur calcule l'aide ADEME.
<p>
 Ensuite, c'est à vous de faire votre choix parmi les aides proposées sachant que l'ADEME ne soutiendra pas d'entreprises via ce dispositif, pour lesquelles le montant de  l'aide totale serait inférieur à 5 000 € ou supérieur à 200 000 €.
</p>
<p>
 La transition écologique est au cœur du plan « France Relance » annoncé le 3 septembre 2020 par le gouvernement , sur les 100 milliards d'euros de ce plan, 30 milliards d'euros y sont consacrés afin de réduire nos émissions de carbone de 40 % d'ici 2030 (par rapport à 1990) et de soutenir le développement de technologies vertes.
</p>","<p>
 L'aide est destinée à toutes les TPE et PME, quelle que soit leur forme juridique (SAS, SCOP, association loi 1901...). Cette aide ne concerne pas les auto-entrepreneurs.
</p>",,https://agirpourlatransition.ademe.fr/entreprises/dispositif-aide/tremplin-transition-ecologique-pme,,,financer-vos-projets-de-transition-ecologique-avec-les-aides-financieres-du-guichet-tremplin-pour-la-transition-ecologique-des-pme,"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]",['Autre aide financière'],"[{'name': 'France', 'id': 1}]","<p>
 Pour plus d'informations, cliquer sur le
 <a href=""https://agirpourlatransition.ademe.fr/entreprises/dispositif-aide/tremplin-transition-ecologique-pme"">
  lien vers le descriptif complet
 </a>
 .
</p>",,,,2021-11-09T15:42:49+00:00,,False,"[{'name': 'Aide financière', 'id': 1}, {'name': 'Aide en ingénierie', 'id': 2}]",ADEME,8
5,ADEME,38529030900454,2021-03-23,21BFD0157,MAGISAC SERVICES,44509085500021.0,TREMPLIN pour la transition écologique des PME,7450.0,aide en numéraire,Echelonné,2021-03-30_2022-09-23,,,1.0,47.801353,6.386175,70,Industrie manufacturière,Fabrication de produits en caoutchouc et en plastique,Fabrication de produits en plastique,Fabrication d'emballages en matières plastiques,Fabrication d'emballages en matières plastiques,44,Financer vos projets de transition écologique avec les aides financières du guichet « Tremplin pour la transition écologique des PME »,NATIONAL,,,"<p>
 <em>
  Financer vos projets de transition écologique avec les aides financières du guichet « Tremplin pour la transition écologique des PME ».
 </em>
</p>
<p>
 <strong>
  Prenez le virage de la transition écologique grâce au guichet d'aide de l'ADEME dans le cadre de France Relance
 </strong>
</p>
<p>
 Votre projet concerne l'acquisition de véhicules électriques, d'équipements de réduction et de gestion des déchets, l'accompagnement pour des travaux ambitieux de rénovation des bâtiments, des études sur les émissions de gaz à effet de serre et les stratégies climat des entreprises...
</p>
<p>
 Le guichet « Tremplin pour la transition écologique des PME » permet d'accéder à des aides forfaitaires dans tous les domaines de la transition écologique avec les avantages suivants :
</p>
<ul>
 <li>
  Dossier de demande d'aide simplifié :
 </li>
</ul>
<ol>
 <li>
  un seul dossier à déposer pour plusieurs études et/ou investissements ;
 </li>
 <li>
  données administratives saisies en ligne ;
 </li>
 <li>
  liste des opérations à cocher dans le tableur ci-dessous ;
 </li>
 <li>
  devis demandé pour les plus gros investissements.
 </li>
</ol>
<ul>
 <li>
  Instruction accélérée :
 </li>
</ul>
<ol>
 <li>
  avance de 30% à la signature ;
 </li>
 <li>
  durée 18 mois ferme ;
 </li>
 <li>
  paiement final sur attestation simple certifiée sincère ;
 </li>
 <li>
  possibilité pour l'ADEME de vérifier la réalité des études/investissement.
 </li>
</ol>
Vous devez renseigner le fichier « ADEME Tremplin transition écologique », pour connaître les aides auxquelles vous pourrez prétendre. Le tableur précise les actions éligibles en fonction du code NAF et de la localisation, le tableur calcule l'aide ADEME.
<p>
 Ensuite, c'est à vous de faire votre choix parmi les aides proposées sachant que l'ADEME ne soutiendra pas d'entreprises via ce dispositif, pour lesquelles le montant de  l'aide totale serait inférieur à 5 000 € ou supérieur à 200 000 €.
</p>
<p>
 La transition écologique est au cœur du plan « France Relance » annoncé le 3 septembre 2020 par le gouvernement , sur les 100 milliards d'euros de ce plan, 30 milliards d'euros y sont consacrés afin de réduire nos émissions de carbone de 40 % d'ici 2030 (par rapport à 1990) et de soutenir le développement de technologies vertes.
</p>","<p>
 L'aide est destinée à toutes les TPE et PME, quelle que soit leur forme juridique (SAS, SCOP, association loi 1901...). Cette aide ne concerne pas les auto-entrepreneurs.
</p>",,https://agirpourlatransition.ademe.fr/entreprises/dispositif-aide/tremplin-transition-ecologique-pme,,,financer-vos-projets-de-transition-ecologique-avec-les-aides-financieres-du-guichet-tremplin-pour-la-transition-ecologique-des-pme,"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]",['Autre aide financière'],"[{'name': 'France', 'id': 1}]","<p>
 Pour plus d'informations, cliquer sur le
 <a href=""https://agirpourlatransition.ademe.fr/entreprises/dispositif-aide/tremplin-transition-ecologique-pme"">
  lien vers le descriptif complet
 </a>
 .
</p>",,,,2021-11-09T15:42:49+00:00,,False,"[{'name': 'Aide financière', 'id': 1}, {'name': 'Aide en ingénierie', 'id': 2}]",ADEME,8
6,ADEME,38529030900454,2021-03-25,21BFD0159,GAUTHEY AUTOMATISMES,38956255400011.0,TREMPLIN pour la transition écologique des PME,7000.0,aide en numéraire,Echelonné,2021-04-01_2022-08-25,,,1.0,46.973799,4.28822,71,Construction,Travaux de construction spécialisés,"Travaux d'installation électrique, plomberie et autres travaux d'installation",Installation électrique,Travaux d'installation électrique dans tous locaux,44,Financer vos projets de transition écologique avec les aides financières du guichet « Tremplin pour la transition écologique des PME »,NATIONAL,,,"<p>
 <em>
  Financer vos projets de transition écologique avec les aides financières du guichet « Tremplin pour la transition écologique des PME ».
 </em>
</p>
<p>
 <strong>
  Prenez le virage de la transition écologique grâce au guichet d'aide de l'ADEME dans le cadre de France Relance
 </strong>
</p>
<p>
 Votre projet concerne l'acquisition de véhicules électriques, d'équipements de réduction et de gestion des déchets, l'accompagnement pour des travaux ambitieux de rénovation des bâtiments, des études sur les émissions de gaz à effet de serre et les stratégies climat des entreprises...
</p>
<p>
 Le guichet « Tremplin pour la transition écologique des PME » permet d'accéder à des aides forfaitaires dans tous les domaines de la transition écologique avec les avantages suivants :
</p>
<ul>
 <li>
  Dossier de demande d'aide simplifié :
 </li>
</ul>
<ol>
 <li>
  un seul dossier à déposer pour plusieurs études et/ou investissements ;
 </li>
 <li>
  données administratives saisies en ligne ;
 </li>
 <li>
  liste des opérations à cocher dans le tableur ci-dessous ;
 </li>
 <li>
  devis demandé pour les plus gros investissements.
 </li>
</ol>
<ul>
 <li>
  Instruction accélérée :
 </li>
</ul>
<ol>
 <li>
  avance de 30% à la signature ;
 </li>
 <li>
  durée 18 mois ferme ;
 </li>
 <li>
  paiement final sur attestation simple certifiée sincère ;
 </li>
 <li>
  possibilité pour l'ADEME de vérifier la réalité des études/investissement.
 </li>
</ol>
Vous devez renseigner le fichier « ADEME Tremplin transition écologique », pour connaître les aides auxquelles vous pourrez prétendre. Le tableur précise les actions éligibles en fonction du code NAF et de la localisation, le tableur calcule l'aide ADEME.
<p>
 Ensuite, c'est à vous de faire votre choix parmi les aides proposées sachant que l'ADEME ne soutiendra pas d'entreprises via ce dispositif, pour lesquelles le montant de  l'aide totale serait inférieur à 5 000 € ou supérieur à 200 000 €.
</p>
<p>
 La transition écologique est au cœur du plan « France Relance » annoncé le 3 septembre 2020 par le gouvernement , sur les 100 milliards d'euros de ce plan, 30 milliards d'euros y sont consacrés afin de réduire nos émissions de carbone de 40 % d'ici 2030 (par rapport à 1990) et de soutenir le développement de technologies vertes.
</p>","<p>
 L'aide est destinée à toutes les TPE et PME, quelle que soit leur forme juridique (SAS, SCOP, association loi 1901...). Cette aide ne concerne pas les auto-entrepreneurs.
</p>",,https://agirpourlatransition.ademe.fr/entreprises/dispositif-aide/tremplin-transition-ecologique-pme,,,financer-vos-projets-de-transition-ecologique-avec-les-aides-financieres-du-guichet-tremplin-pour-la-transition-ecologique-des-pme,"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]",['Autre aide financière'],"[{'name': 'France', 'id': 1}]","<p>
 Pour plus d'informations, cliquer sur le
 <a href=""https://agirpourlatransition.ademe.fr/entreprises/dispositif-aide/tremplin-transition-ecologique-pme"">
  lien vers le descriptif complet
 </a>
 .
</p>",,,,2021-11-09T15:42:49+00:00,,False,"[{'name': 'Aide financière', 'id': 1}, {'name': 'Aide en ingénierie', 'id': 2}]",ADEME,8
